Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Outdoor,4G,5,Satisfactory,26.14804987,87.83205187,Bihar
RJio,Outdoor,4G,5,Satisfactory,26.14804987,87.83205187,Bihar
RJio,Outdoor,4G,5,Satisfactory,26.14804987,87.83205187,Bihar
Airtel,Outdoor,Unknown,5,Satisfactory,26.1480578,87.83199651,Bihar
RJio,Outdoor,4G,5,Satisfactory,26.1480578,87.83199651,Bihar
Airtel,Outdoor,Unknown,5,Satisfactory,26.11707563,87.93271943,West Bengal
RJio,Indoor,4G,2,Call Dropped,26.11182754,87.93954016,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.11182754,87.93954016,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.11182754,87.93954016,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.11182754,87.93954016,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.10500376,87.94185132,West Bengal
RJio,Indoor,4G,5,Satisfactory,26.1048254,87.94168995,West Bengal
RJio,Indoor,4G,5,Satisfactory,26.1170005,87.9325267,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,26.11712212,87.932739,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.10868913,87.94266951,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,26.10868913,87.94266951,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,26.10868913,87.94266951,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,26.10868913,87.94266951,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,26.10868913,87.94266951,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.10868913,87.94266951,West Bengal
Airtel,Outdoor,4G,5,Satisfactory,26.10571209,87.94238224,West Bengal
Airtel,Outdoor,Unknown,5,Satisfactory,26.10571209,87.94238224,West Bengal
RJio,Indoor,4G,5,Satisfactory,26.10571209,87.94238224,West Bengal
RJio,Indoor,4G,5,Satisfactory,26.11715436,87.9327109,West Bengal
RJio,Indoor,4G,5,Satisfactory,26.11715436,87.9327109,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.11715436,87.9327109,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.10509787,87.94230108,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.10224046,87.94382201,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.10224046,87.94382201,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.10542562,87.94177506,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.14549191,87.84022597,Bihar
Airtel,Outdoor,Unknown,5,Satisfactory,26.14794667,87.83197654,Bihar
Airtel,Outdoor,Unknown,5,Satisfactory,26.14782756,87.83194443,Bihar
RJio,Outdoor,4G,5,Satisfactory,26.10908057,87.92716984,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.27532121,87.92820208,Bihar
RJio,Outdoor,4G,5,Satisfactory,26.27532121,87.92820208,Bihar
Airtel,Outdoor,Unknown,5,Satisfactory,26.27570743,87.92823003,Bihar
Airtel,Outdoor,Unknown,5,Satisfactory,26.27570743,87.92823003,Bihar
RJio,Outdoor,4G,5,Satisfactory,26.27570743,87.92823003,Bihar
Airtel,Outdoor,Unknown,5,Satisfactory,26.27570743,87.92823003,Bihar
Airtel,Outdoor,Unknown,5,Satisfactory,26.27536182,87.92815486,Bihar
RJio,Outdoor,4G,5,Satisfactory,26.27536182,87.92815486,Bihar
RJio,Indoor,4G,5,Satisfactory,26.11672902,87.93271806,West Bengal
RJio,Indoor,4G,5,Satisfactory,26.11672902,87.93271806,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.11197233,87.93932627,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.11197233,87.93932627,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.11168578,87.9395458,West Bengal
RJio,Indoor,4G,5,Satisfactory,26.11694749,87.93242325,West Bengal
RJio,Indoor,4G,5,Satisfactory,26.11694749,87.93242325,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.13877269,87.85830283,West Bengal
Airtel,Outdoor,4G,5,Satisfactory,26.13877269,87.85830283,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.13877032,87.8582975,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.1117993,87.93938011,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.1120785,87.93936963,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.10489604,87.94215142,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.10489604,87.94215142,West Bengal
RJio,Outdoor,4G,5,Satisfactory,26.10489604,87.94215142,West Bengal
Airtel,Outdoor,4G,5,Satisfactory,26.10489604,87.94215142,West Bengal
RJio,Indoor,4G,5,Satisfactory,26.10271931,87.94444521,West Bengal
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,1,Call Dropped,31.3200966,75.3455164,Punjab
Vodafone,Indoor,3G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,21.51659514,70.44663808,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51659514,70.44663808,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51659514,70.44663808,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51659514,70.44663808,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51659514,70.44663808,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51659514,70.44663808,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51659514,70.44663808,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51659514,70.44663808,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.50578595,70.46395738,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.46784837,71.2677067,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.57450105,71.80697714,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.57104135,71.99214882,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.57104135,71.99214882,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.57104135,71.99214882,Gujarat
Airtel,Indoor,Unknown,3,Satisfactory,22.57104135,71.99214882,Gujarat
RJio,Indoor,4G,3,Satisfactory,23.21534309,72.65315628,Gujarat
RJio,Indoor,4G,3,Satisfactory,23.21531039,72.65314402,Gujarat
RJio,Indoor,4G,3,Satisfactory,23.21531039,72.65314402,Gujarat
RJio,Indoor,4G,3,Satisfactory,23.21531039,72.65314402,Gujarat
RJio,Indoor,4G,3,Satisfactory,23.21531039,72.65314402,Gujarat
RJio,Indoor,4G,3,Satisfactory,23.21531039,72.65314402,Gujarat
Airtel,Indoor,Unknown,3,Satisfactory,22.8779884,72.40024988,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.57341665,71.96583561,Gujarat
Airtel,Indoor,Unknown,3,Satisfactory,22.56768122,71.77450269,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.56697711,71.77466889,Gujarat
RJio,Travelling,4G,1,Call Dropped,21.62850205,70.50900441,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.62850205,70.50900441,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.62850205,70.50900441,Gujarat
Airtel,Indoor,4G,3,Satisfactory,21.62850205,70.50900441,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51659698,70.4466459,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51229876,70.45188145,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51073271,70.46000076,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51073271,70.46000076,Gujarat
RJio,Indoor,4G,2,Poor Voice Quality,21.51679998,70.46510603,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51648401,70.46528454,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.5122409,70.45180467,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.5122409,70.45180467,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51354492,70.46248469,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51760867,70.46123467,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51760867,70.46123467,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51760867,70.46123467,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51760867,70.46123467,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51760867,70.46123467,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51760867,70.46123467,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.57384624,71.96187308,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.67585227,72.2339718,Gujarat
RJio,Indoor,4G,2,Poor Voice Quality,22.67585227,72.2339718,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.67585227,72.2339718,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.67585227,72.2339718,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.67585227,72.2339718,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.67585227,72.2339718,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.67585227,72.2339718,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.67585227,72.2339718,Gujarat
RJio,Outdoor,4G,1,Call Dropped,22.67585227,72.2339718,Gujarat
RJio,Indoor,4G,2,Poor Voice Quality,22.67585227,72.2339718,Gujarat
RJio,Indoor,4G,3,Satisfactory,22.67585227,72.2339718,Gujarat
RJio,Indoor,4G,3,Satisfactory,23.22361287,72.65213718,Gujarat
RJio,Indoor,4G,3,Satisfactory,23.22361287,72.65213718,Gujarat
RJio,Indoor,4G,3,Satisfactory,23.22361287,72.65213718,Gujarat
RJio,Indoor,4G,3,Satisfactory,23.22361287,72.65213718,Gujarat
RJio,Indoor,4G,3,Satisfactory,23.22361287,72.65213718,Gujarat
Airtel,Indoor,Unknown,3,Satisfactory,22.9773359,72.4713874,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51606897,70.44689099,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.516646,70.4465999,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51659048,70.44662034,Gujarat
Airtel,Travelling,Unknown,3,Satisfactory,21.51659048,70.44662034,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51659048,70.44662034,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51659048,70.44662034,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51682853,70.45032967,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51654,70.4466582,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51654745,70.4466393,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.5165587,70.4466553,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51654745,70.4466393,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51654745,70.4466393,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.5163505,70.4466814,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.5105547,70.45210344,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.5105547,70.45210344,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51652589,70.4464569,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51655696,70.44654928,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51655696,70.44654928,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51655696,70.44654928,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.50598538,70.46327437,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.50598538,70.46327437,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.50598538,70.46327437,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.50598538,70.46327437,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.50598538,70.46327437,Gujarat
Airtel,Indoor,Unknown,3,Satisfactory,21.50598538,70.46327437,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.50598538,70.46327437,Gujarat
Airtel,Indoor,Unknown,2,Poor Voice Quality,21.50598538,70.46327437,Gujarat
Airtel,Travelling,Unknown,3,Call Dropped,21.51384854,70.46446291,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51384854,70.46446291,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51384854,70.46446291,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51384854,70.46446291,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51384854,70.46446291,Gujarat
Airtel,Indoor,4G,3,Satisfactory,21.51384854,70.46446291,Gujarat
Airtel,Indoor,Unknown,3,Satisfactory,21.51384854,70.46446291,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51384854,70.46446291,Gujarat
Airtel,Indoor,Unknown,3,Satisfactory,21.51685466,70.44670232,Gujarat
Airtel,Indoor,Unknown,3,Satisfactory,21.51685466,70.44670232,Gujarat
Airtel,Indoor,Unknown,3,Satisfactory,21.51673703,70.44657369,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51673703,70.44657369,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51673703,70.44657369,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51673703,70.44657369,Gujarat
RJio,Indoor,4G,3,Satisfactory,21.51673703,70.44657369,Gujarat
RJio,Travelling,4G,1,Call Dropped,21.68142586,70.51990329,Gujarat
Airtel,Indoor,4G,4,Satisfactory,17.4458828,78.3799979,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4458496,78.380142,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4458496,78.380142,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44428242,78.38466468,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44738776,78.37850072,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4458492,78.3800351,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44425465,78.38611647,Telangana
Airtel,Outdoor,4G,4,Satisfactory,17.44425465,78.38611647,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44425465,78.38611647,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44425465,78.38611647,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4458919,78.3799947,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4458151,78.3801416,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44560242,78.38008583,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44570434,78.38019848,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4458837,78.3800739,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44570434,78.38019848,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4459269,78.3799743,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4458654,78.3800566,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4458823,78.3800367,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4458823,78.3800367,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4469265,78.3766571,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44684696,78.37648094,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4459021,78.3799885,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.445483,78.3801743,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.445483,78.3801743,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44580827,78.38076095,Telangana
Airtel,Outdoor,4G,4,Satisfactory,17.44580827,78.38076095,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44580827,78.38076095,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.44580827,78.38076095,Telangana
RJio,Outdoor,4G,1,Call Dropped,17.4259265,78.4537025,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,17.4259265,78.4537025,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Travelling,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Call Dropped,17.4243254,78.4512155,Telangana
RJio,Indoor,4G,1,Call Dropped,17.4246618,78.451909,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,17.4248138,78.4533472,Telangana
Vodafone,Indoor,Unknown,1,Call Dropped,17.4248138,78.4533472,Telangana
RJio,Outdoor,4G,1,Call Dropped,17.4248138,78.4533472,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,17.4248138,78.4533472,Telangana
RJio,Outdoor,4G,1,Call Dropped,17.4243254,78.4512155,Telangana
RJio,Indoor,4G,1,Call Dropped,17.4241273,78.4540578,Telangana
RJio,Indoor,4G,1,Call Dropped,17.4241273,78.4540578,Telangana
RJio,Indoor,4G,1,Call Dropped,17.4241273,78.4540578,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,Unknown,1,Call Dropped,17.4248138,78.4533472,Telangana
RJio,Indoor,4G,2,Poor Voice Quality,19.02263881,73.0999619,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.02263881,73.0999619,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.02263881,73.0999619,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.02263881,73.0999619,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.02263881,73.0999619,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.0695042,73.0191264,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,19.03796409,73.07790236,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.03796409,73.07790236,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,19.03796409,73.07790236,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.03796409,73.07790236,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.03796409,73.07790236,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.03796409,73.07790236,Maharashtra
RJio,Travelling,4G,1,Poor Voice Quality,19.0240577,73.09188918,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.08578639,73.02765386,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.0208553,73.0846102,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.02101147,73.08479058,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.0208553,73.0846102,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,19.0208553,73.0846102,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.02101147,73.08479058,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.0208553,73.0846102,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.02101147,73.08479058,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.02101147,73.08479058,Maharashtra
RJio,Indoor,4G,1,Call Dropped,19.00459775,73.1232041,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,19.01638616,73.08152336,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,19.01638616,73.08152336,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.01638616,73.08152336,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,19.01638616,73.08152336,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.01309463,73.03786019,Maharashtra
RJio,Travelling,4G,2,Poor Voice Quality,19.02084647,73.08497094,Maharashtra
RJio,Indoor,4G,2,Poor Voice Quality,19.02084647,73.08497094,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,26.779961,80.9558497,Uttar Pradesh
Airtel,Outdoor,4G,4,Satisfactory,26.77968544,80.95773218,Uttar Pradesh
Airtel,Outdoor,4G,4,Satisfactory,26.77976241,80.95776813,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,26.77956442,80.95771283,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,26.7430224,80.9473825,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,26.7571906,80.9489377,Uttar Pradesh
Airtel,Outdoor,4G,4,Satisfactory,26.7429818,80.9474357,Uttar Pradesh
Airtel,Outdoor,4G,4,Satisfactory,26.742887,80.9469818,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,26.77968557,80.95772774,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,26.77968557,80.95772774,Uttar Pradesh
Vodafone,Indoor,Unknown,4,Satisfactory,26.77968272,80.95778441,Uttar Pradesh
Vodafone,Outdoor,Unknown,4,Satisfactory,26.77969329,80.95767735,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,26.69865053,80.96385895,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,26.69865053,80.96385895,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,26.77967218,80.95772015,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,26.7805583,80.9589524,Uttar Pradesh
Airtel,Outdoor,4G,4,Satisfactory,26.8277154,80.9237373,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,26.8277154,80.9237373,Uttar Pradesh
Airtel,Indoor,Unknown,4,Satisfactory,26.8646836,80.8356482,Uttar Pradesh
Airtel,Outdoor,4G,4,Satisfactory,28.64338538,77.32294031,Uttar Pradesh
Airtel,Outdoor,4G,4,Satisfactory,28.64338538,77.32294031,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.62119525,77.36058027,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.6214653,77.3604805,Uttar Pradesh
Airtel,Indoor,4G,2,Poor Voice Quality,28.6214972,77.3602105,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,28.6215144,77.3601935,Uttar Pradesh
Airtel,Travelling,4G,4,Satisfactory,28.63615044,77.34470903,Uttar Pradesh
Airtel,Travelling,4G,5,Satisfactory,28.64287774,77.32288689,Uttar Pradesh
Vodafone,Indoor,Unknown,4,Satisfactory,28.64287774,77.32288689,Uttar Pradesh
Vodafone,Indoor,4G,4,Satisfactory,28.6429816,77.3229216,Uttar Pradesh
Vodafone,Outdoor,4G,4,Satisfactory,28.64328641,77.32291258,Uttar Pradesh
Vodafone,Travelling,Unknown,4,Satisfactory,28.6457687,77.32484974,Uttar Pradesh
Vodafone,Outdoor,4G,4,Satisfactory,28.62129791,77.36054022,Uttar Pradesh
Airtel,Outdoor,4G,4,Satisfactory,28.62129791,77.36054022,Uttar Pradesh
Airtel,Outdoor,4G,4,Satisfactory,28.62129791,77.36054022,Uttar Pradesh
Vodafone,Indoor,4G,4,Satisfactory,28.62117701,77.36050038,Uttar Pradesh
Vodafone,Travelling,4G,4,Satisfactory,28.63238383,77.34607716,Uttar Pradesh
Vodafone,Travelling,Unknown,4,Satisfactory,28.63238383,77.34607716,Uttar Pradesh
Vodafone,Indoor,4G,4,Satisfactory,28.63238383,77.34607716,Uttar Pradesh
Airtel,Outdoor,4G,2,Poor Voice Quality,28.62126978,77.36043381,Uttar Pradesh
Vodafone,Outdoor,4G,2,Call Dropped,28.62126978,77.36043381,Uttar Pradesh
Vodafone,Indoor,Unknown,4,Satisfactory,28.6213688,77.3604407,Uttar Pradesh
Airtel,Outdoor,4G,4,Satisfactory,28.6213688,77.3604407,Uttar Pradesh
Vodafone,Indoor,Unknown,1,Poor Voice Quality,28.6213688,77.3604407,Uttar Pradesh
Vodafone,Indoor,Unknown,4,Satisfactory,28.6213688,77.3604407,Uttar Pradesh
Vodafone,Indoor,4G,4,Satisfactory,28.6213688,77.3604407,Uttar Pradesh
Vodafone,Indoor,4G,5,Satisfactory,28.6430118,77.3228854,Uttar Pradesh
Airtel,Outdoor,Unknown,1,Poor Voice Quality,31.3200966,75.3455164,Punjab
BSNL,Indoor,2G,4,Satisfactory,-1,-1,NA
BSNL,Indoor,3G,4,Satisfactory,21.1097992,79.0918659,Maharashtra
BSNL,Indoor,Unknown,4,Satisfactory,21.13084,79.0821919,Maharashtra
BSNL,Indoor,2G,3,Poor Voice Quality,21.13084,79.0821919,Maharashtra
BSNL,Outdoor,3G,4,Satisfactory,21.1313515,79.0802077,Maharashtra
BSNL,Travelling,3G,4,Satisfactory,21.1097763,79.0915129,Maharashtra
BSNL,Indoor,Unknown,4,Satisfactory,21.1435024,79.0632749,Maharashtra
BSNL,Travelling,2G,2,Poor Voice Quality,21.1435024,79.0632749,Maharashtra
BSNL,Indoor,3G,2,Poor Voice Quality,21.1085362,79.089395,Maharashtra
BSNL,Indoor,3G,4,Satisfactory,21.0920429,79.0731558,Maharashtra
BSNL,Indoor,3G,4,Satisfactory,21.135166,79.0584936,Maharashtra
RJio,Indoor,Unknown,4,Satisfactory,29.61519047,78.34107607,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,22.56359349,88.40723121,West Bengal
RJio,Indoor,4G,1,Call Dropped,-1,-1,NA
RJio,Travelling,4G,1,Poor Voice Quality,27.21175992,75.949552,Rajasthan
RJio,Outdoor,4G,1,Call Dropped,27.0298502,75.89514918,Rajasthan
RJio,Travelling,4G,1,Call Dropped,-1,-1,NA
Airtel,Travelling,4G,5,Satisfactory,28.6430118,77.3228854,Uttar Pradesh
RJio,Indoor,4G,1,Call Dropped,-1,-1,NA
Idea,Outdoor,4G,1,Poor Voice Quality,14.45255911,79.97599667,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,20.6097304,72.9203342,Gujarat
RJio,Indoor,4G,3,Poor Voice Quality,26.31632747,89.65410321,West Bengal
RJio,Indoor,4G,3,Poor Voice Quality,26.31632747,89.65410321,West Bengal
RJio,Indoor,4G,3,Satisfactory,21.68142586,70.51990329,Gujarat
RJio,Indoor,4G,1,Poor Voice Quality,25.55210173,84.65401948,Bihar
RJio,Indoor,4G,4,Satisfactory,25.55212319,84.65386391,Bihar
RJio,Indoor,4G,1,Poor Voice Quality,28.7327107,77.1634322,NCT
RJio,Indoor,4G,1,Poor Voice Quality,28.7326119,77.163423,NCT
RJio,Indoor,4G,1,Poor Voice Quality,28.7327223,77.1633623,NCT
RJio,Indoor,4G,1,Poor Voice Quality,28.7327547,77.1634029,NCT
RJio,Indoor,4G,1,Poor Voice Quality,28.73291333,77.16342802,NCT
RJio,Indoor,4G,1,Call Dropped,28.73291333,77.16342802,NCT
RJio,Indoor,4G,1,Call Dropped,28.73291333,77.16342802,NCT
RJio,Outdoor,4G,1,Poor Voice Quality,28.73442329,77.16607436,NCT
RJio,Outdoor,4G,1,Poor Voice Quality,28.73446645,77.16610218,NCT
RJio,Outdoor,4G,1,Poor Voice Quality,28.73445744,77.16601392,NCT
RJio,Outdoor,4G,1,Poor Voice Quality,28.7327951,77.1632432,NCT
RJio,Travelling,4G,1,Poor Voice Quality,28.7327951,77.1632432,NCT
RJio,Outdoor,4G,1,Poor Voice Quality,28.7327951,77.1632432,NCT
RJio,Outdoor,4G,1,Poor Voice Quality,28.7327951,77.1632432,NCT
Vodafone,Outdoor,3G,1,Call Dropped,19.15697414,72.99307379,Maharashtra
Vodafone,Outdoor,4G,1,Call Dropped,19.15697414,72.99307379,Maharashtra
Vodafone,Outdoor,4G,1,Call Dropped,19.15697414,72.99307379,Maharashtra
Vodafone,Indoor,Unknown,2,Poor Voice Quality,17.35036144,78.40892856,Telangana
Vodafone,Indoor,Unknown,5,Satisfactory,17.35036144,78.40892856,Telangana
Vodafone,Indoor,4G,1,Call Dropped,17.35036144,78.40892856,Telangana
Vodafone,Indoor,4G,2,Call Dropped,17.3503382,78.4089554,Telangana
Vodafone,Indoor,4G,5,Satisfactory,17.35039172,78.40896398,Telangana
Vodafone,Indoor,Unknown,2,Poor Voice Quality,17.35039172,78.40896398,Telangana
Vodafone,Indoor,4G,5,Satisfactory,17.3503506,78.40898853,Telangana
Vodafone,Indoor,4G,5,Satisfactory,17.3503506,78.40898853,Telangana
Vodafone,Indoor,4G,5,Satisfactory,17.3503506,78.40898853,Telangana
Vodafone,Indoor,Unknown,5,Satisfactory,17.3503506,78.40898853,Telangana
